author_id,outbound_msgs,inbound_msgs
125591,0,7
125875,0,7
126308,0,7
126386,0,7
126437,0,7
126528,0,7
126570,0,7
126632,0,7
126707,0,7
127053,0,7
127170,0,7
127172,0,7
127403,0,7
127716,0,7
127881,0,7
127882,0,7
127907,0,7
128035,0,7
128426,0,7
128551,0,7
128778,0,7
128782,0,7
128784,0,7
128860,0,7
128891,0,7
129079,0,7
129097,0,7
129165,0,7
129227,0,7
129520,0,7
129524,0,7
129738,0,7
130006,0,7
130035,0,7
130134,0,7
130266,0,7
130372,0,7
130415,0,7
130702,0,7
130737,0,7
130759,0,7
130944,0,7
131032,0,7
131210,0,7
131555,0,7
131558,0,7
131704,0,7
131994,0,7
132000,0,7
132026,0,7
132065,0,7
132351,0,7
132418,0,7
132503,0,7
132558,0,7
132598,0,7
132645,0,7
132674,0,7
132801,0,7
132871,0,7
132939,0,7
133002,0,7
133012,0,7
133020,0,7
133078,0,7
133096,0,7
133137,0,7
133238,0,7
133436,0,7
133566,0,7
133568,0,7
133580,0,7
133704,0,7
134044,0,7
134322,0,7
134351,0,7
134651,0,7
134783,0,7
134801,0,7
135107,0,7
135282,0,7
135428,0,7
135479,0,7
135842,0,7
136294,0,7
136722,0,7
136858,0,7
136905,0,7
136972,0,7
137005,0,7
137230,0,7
137463,0,7
137469,0,7
137506,0,7
137847,0,7
137880,0,7
138149,0,7
138187,0,7
138189,0,7
138224,0,7
138295,0,7
138631,0,7
138645,0,7
139224,0,7
139253,0,7
139354,0,7
139748,0,7
139809,0,7
139999,0,7
140645,0,7
140881,0,7
140886,0,7
140893,0,7
140911,0,7
141048,0,7
141258,0,7
141267,0,7
141428,0,7
141542,0,7
141544,0,7
141659,0,7
141673,0,7
141760,0,7
141816,0,7
141919,0,7
142028,0,7
142393,0,7
142672,0,7
142826,0,7
143091,0,7
143462,0,7
143464,0,7
143794,0,7
143889,0,7
143978,0,7
144001,0,7
144124,0,7
115762,0,6
115783,0,6
115855,0,6
115885,0,6
115897,0,6
116231,0,6
116239,0,6
116349,0,6
116447,0,6
116569,0,6
116577,0,6
116676,0,6
116885,0,6
116971,0,6
117051,0,6
117127,0,6
117198,0,6
117409,0,6
117415,0,6
117467,0,6
117498,0,6
117528,0,6
117619,0,6
117657,0,6
117733,0,6
117741,0,6
117757,0,6
117769,0,6
117789,0,6
117791,0,6
118058,0,6
118205,0,6
118231,0,6
118261,0,6
118455,0,6
119041,0,6
119072,0,6
119134,0,6
119308,0,6
119355,0,6
119366,0,6
119473,0,6
119528,0,6
119562,0,6
119620,0,6
119669,0,6
119687,0,6
119775,0,6
119778,0,6
119793,0,6
119907,0,6
120034,0,6
120264,0,6
120290,0,6
120361,0,6
120480,0,6
120482,0,6
120491,0,6
120521,0,6
120597,0,6
120612,0,6
120661,0,6
120686,0,6
120704,0,6
120733,0,6
120960,0,6
120987,0,6
121111,0,6
121223,0,6
121253,0,6
121273,0,6
121340,0,6
121372,0,6
121424,0,6
121754,0,6
121933,0,6
121934,0,6
122008,0,6
122052,0,6
122154,0,6
122191,0,6
122249,0,6
122269,0,6
122415,0,6
122436,0,6
122486,0,6
122491,0,6
122594,0,6
122624,0,6
122762,0,6
122771,0,6
122840,0,6
122866,0,6
122892,0,6
123121,0,6
123161,0,6
123165,0,6
123205,0,6
123370,0,6
123488,0,6
123534,0,6
123665,0,6
123885,0,6
124163,0,6
124266,0,6
124281,0,6
124340,0,6
124407,0,6
124421,0,6
124852,0,6
124894,0,6
124926,0,6
125226,0,6
125322,0,6
125353,0,6
125385,0,6
125395,0,6
125402,0,6
125499,0,6
125594,0,6
125626,0,6
125691,0,6
125802,0,6
125817,0,6
125840,0,6
125853,0,6
125883,0,6
125988,0,6
126098,0,6
126107,0,6
126181,0,6
126230,0,6
126248,0,6
126295,0,6
126313,0,6
126332,0,6
126359,0,6
126396,0,6
126513,0,6
126626,0,6
126633,0,6
126738,0,6
126752,0,6
126784,0,6
126797,0,6
126985,0,6
127107,0,6
127193,0,6
127206,0,6
127235,0,6
127286,0,6
127330,0,6
127512,0,6
127642,0,6
127709,0,6
127729,0,6
127769,0,6
127906,0,6
128140,0,6
128224,0,6
128239,0,6
128266,0,6
128431,0,6
128524,0,6
128611,0,6
128614,0,6
128689,0,6
128700,0,6
128707,0,6
128875,0,6
128942,0,6
128982,0,6
129014,0,6
129134,0,6
129174,0,6
129178,0,6
129378,0,6
129405,0,6
129423,0,6
129518,0,6
129519,0,6
129556,0,6
129582,0,6
129641,0,6
129744,0,6
129884,0,6
129922,0,6
129967,0,6
130024,0,6
130113,0,6
130174,0,6
130274,0,6
130275,0,6
130378,0,6
130385,0,6
130469,0,6
130657,0,6
130670,0,6
130690,0,6
130698,0,6
130716,0,6
130740,0,6
130822,0,6
130891,0,6
130977,0,6
130980,0,6
131038,0,6
131101,0,6
131419,0,6
131433,0,6
131487,0,6
131624,0,6
131778,0,6
131866,0,6
131998,0,6
132004,0,6
132034,0,6
132050,0,6
132155,0,6
132191,0,6
132212,0,6
132253,0,6
132270,0,6
132320,0,6
132364,0,6
132399,0,6
132431,0,6
132434,0,6
132440,0,6
132737,0,6
132792,0,6
132938,0,6
132980,0,6
132984,0,6
132991,0,6
133062,0,6
133251,0,6
133264,0,6
133611,0,6
133656,0,6
133682,0,6
133771,0,6
133780,0,6
133783,0,6
133894,0,6
133902,0,6
134173,0,6
134352,0,6
134353,0,6
134375,0,6
134395,0,6
134445,0,6
134611,0,6
134799,0,6
134804,0,6
134816,0,6
134895,0,6
134911,0,6
134926,0,6
134962,0,6
135254,0,6
135299,0,6
135361,0,6
135367,0,6
135404,0,6
135552,0,6
135773,0,6
135899,0,6
135952,0,6
136068,0,6
136193,0,6
136322,0,6
136476,0,6
136526,0,6
136556,0,6
136678,0,6
136723,0,6
136727,0,6
136742,0,6
137071,0,6
137097,0,6
137102,0,6
137145,0,6
137202,0,6
137321,0,6
137471,0,6
137547,0,6
137565,0,6
137574,0,6
137612,0,6
137698,0,6
137710,0,6
137760,0,6
137809,0,6
137845,0,6
137962,0,6
138022,0,6
138275,0,6
138309,0,6
138339,0,6
138409,0,6
138555,0,6
138581,0,6
138638,0,6
138905,0,6
139009,0,6
139366,0,6
139392,0,6
139531,0,6
139715,0,6
139754,0,6
139861,0,6
139973,0,6
139974,0,6
139993,0,6
140023,0,6
140038,0,6
140125,0,6
140127,0,6
140188,0,6
140321,0,6
140347,0,6
140436,0,6
140489,0,6
140615,0,6
140746,0,6
140788,0,6
140910,0,6
140964,0,6
140975,0,6
141108,0,6
141201,0,6
141262,0,6
141280,0,6
141285,0,6
141312,0,6
141314,0,6
141393,0,6
141498,0,6
141514,0,6
141516,0,6
141593,0,6
141611,0,6
141962,0,6
142285,0,6
142286,0,6
142298,0,6
142320,0,6
142322,0,6
142909,0,6
143071,0,6
143127,0,6
143219,0,6
143334,0,6
143375,0,6
143544,0,6
143710,0,6
143761,0,6
143953,0,6
144080,0,6
144276,0,6
14753,0,6
115716,0,5
115721,0,5
115723,0,5
115725,0,5
115749,0,5
115766,0,5
115767,0,5
115786,0,5
115807,0,5
115821,0,5
115865,0,5
115892,0,5
115923,0,5
115933,0,5
115956,0,5
116009,0,5
116019,0,5
116037,0,5
116082,0,5
116128,0,5
116236,0,5
116407,0,5
116414,0,5
116421,0,5
116450,0,5
116456,0,5
116524,0,5
116539,0,5
116579,0,5
116582,0,5
116610,0,5
116617,0,5
116759,0,5
116770,0,5
116817,0,5
116887,0,5
116932,0,5
117030,0,5
117128,0,5
117141,0,5
117295,0,5
117311,0,5
117338,0,5
117443,0,5
117449,0,5
117460,0,5
117503,0,5
117526,0,5
117617,0,5
117632,0,5
117748,0,5
117761,0,5
117852,0,5
117908,0,5
117911,0,5
118060,0,5
118081,0,5
118095,0,5
118116,0,5
118331,0,5
118424,0,5
118428,0,5
118498,0,5
118539,0,5
118754,0,5
118949,0,5
118987,0,5
118992,0,5
118997,0,5
118999,0,5
119022,0,5
119076,0,5
119125,0,5
119129,0,5
119210,0,5
119221,0,5
119358,0,5
119386,0,5
119410,0,5
119503,0,5
119554,0,5
119563,0,5
119564,0,5
119595,0,5
119617,0,5
119625,0,5
119694,0,5
119757,0,5
119771,0,5
119891,0,5
119950,0,5
120025,0,5
120037,0,5
120072,0,5
120086,0,5
120104,0,5
120136,0,5
120173,0,5
120177,0,5
120203,0,5
120208,0,5
120213,0,5
120232,0,5
120240,0,5
120242,0,5
120292,0,5
120355,0,5
120371,0,5
120379,0,5
120401,0,5
120449,0,5
120456,0,5
120510,0,5
120524,0,5
120546,0,5
120598,0,5
120714,0,5
120720,0,5
120779,0,5
120780,0,5
120888,0,5
120912,0,5
120936,0,5
120951,0,5
120993,0,5
121050,0,5
121086,0,5
121096,0,5
121097,0,5
121114,0,5
121152,0,5
121155,0,5
121165,0,5
121228,0,5
121283,0,5
121285,0,5
121290,0,5
121301,0,5
121315,0,5
121337,0,5
121404,0,5
121449,0,5
121497,0,5
121514,0,5
121554,0,5
121714,0,5
121795,0,5
121797,0,5
121850,0,5
121868,0,5
121893,0,5
121902,0,5
122023,0,5
122031,0,5
122039,0,5
122092,0,5
122096,0,5
122104,0,5
122143,0,5
122150,0,5
122180,0,5
122233,0,5
122360,0,5
122408,0,5
122452,0,5
122476,0,5
122493,0,5
122500,0,5
122547,0,5
122561,0,5
122587,0,5
122588,0,5
122598,0,5
122608,0,5
122670,0,5
122679,0,5
122788,0,5
122844,0,5
122905,0,5
122968,0,5
122988,0,5
123023,0,5
123083,0,5
123246,0,5
123264,0,5
123284,0,5
123363,0,5
123410,0,5
123484,0,5
123487,0,5
123591,0,5
123609,0,5
123691,0,5
123739,0,5
123808,0,5
123860,0,5
123961,0,5
124029,0,5
124059,0,5
124137,0,5
124160,0,5
124204,0,5
124238,0,5
124265,0,5
124288,0,5
124484,0,5
124557,0,5
124561,0,5
124579,0,5
124603,0,5
124605,0,5
124610,0,5
124612,0,5
124704,0,5
124724,0,5
124745,0,5
124760,0,5
124843,0,5
124878,0,5
124900,0,5
124912,0,5
124987,0,5
125007,0,5
125014,0,5
125036,0,5
125056,0,5
125158,0,5
12522,0,5
125248,0,5
125250,0,5
125305,0,5
125462,0,5
125496,0,5
125505,0,5
125506,0,5
125509,0,5
125620,0,5
125753,0,5
125880,0,5
125930,0,5
125963,0,5
126069,0,5
126157,0,5
126212,0,5
126228,0,5
126293,0,5
126334,0,5
126439,0,5
126535,0,5
126556,0,5
126565,0,5
126576,0,5
126706,0,5
126720,0,5
126763,0,5
126774,0,5
126786,0,5
126792,0,5
126799,0,5
126816,0,5
126841,0,5
126847,0,5
126888,0,5
126908,0,5
126981,0,5
127000,0,5
127003,0,5
127058,0,5
127065,0,5
127221,0,5
127222,0,5
127230,0,5
127257,0,5
127297,0,5
127326,0,5
127329,0,5
127331,0,5
127378,0,5
127426,0,5
127437,0,5
127538,0,5
127599,0,5
127655,0,5
127664,0,5
127782,0,5
127819,0,5
127821,0,5
127905,0,5
128010,0,5
128042,0,5
128064,0,5
128080,0,5
128090,0,5
128101,0,5
128119,0,5
128142,0,5
128190,0,5
128292,0,5
12838,0,5
128399,0,5
128471,0,5
128473,0,5
128484,0,5
128599,0,5
128604,0,5
128618,0,5
128620,0,5
128625,0,5
128656,0,5
128731,0,5
128787,0,5
128806,0,5
128892,0,5
129018,0,5
129059,0,5
129116,0,5
129180,0,5
129350,0,5
129351,0,5
129363,0,5
129393,0,5
129513,0,5
129514,0,5
129525,0,5
129551,0,5
129586,0,5
129591,0,5
129631,0,5
129649,0,5
129725,0,5
129868,0,5
129869,0,5
129890,0,5
129935,0,5
129955,0,5
130010,0,5
130012,0,5
130107,0,5
130147,0,5
130166,0,5
130272,0,5
130337,0,5
130358,0,5
130367,0,5
130691,0,5
130697,0,5
130699,0,5
130707,0,5
130732,0,5
130747,0,5
130783,0,5
130788,0,5
130828,0,5
130954,0,5
130965,0,5
130982,0,5
130988,0,5
130998,0,5
131005,0,5
131036,0,5
131048,0,5
131057,0,5
131091,0,5
131120,0,5
131157,0,5
131197,0,5
131300,0,5
131357,0,5
131360,0,5
131415,0,5
131454,0,5
131463,0,5
131479,0,5
131545,0,5
131553,0,5
131572,0,5
131656,0,5
131694,0,5
131705,0,5
131789,0,5
131792,0,5
131801,0,5
131806,0,5
131871,0,5
131915,0,5
131982,0,5
132025,0,5
132094,0,5
132099,0,5
132356,0,5
132391,0,5
132396,0,5
132452,0,5
132482,0,5
132491,0,5
132495,0,5
132535,0,5
132548,0,5
132640,0,5
132702,0,5
132719,0,5
132731,0,5
132740,0,5
132776,0,5
132788,0,5
132855,0,5
132881,0,5
132882,0,5
132899,0,5
133013,0,5
133022,0,5
133041,0,5
133046,0,5
133131,0,5
133152,0,5
133160,0,5
133229,0,5
133237,0,5
133241,0,5
133336,0,5
133343,0,5
133450,0,5
133485,0,5
133565,0,5
133604,0,5
133610,0,5
133654,0,5
133715,0,5
133738,0,5
133876,0,5
133890,0,5
133897,0,5
133940,0,5
133953,0,5
133993,0,5
133994,0,5
134182,0,5
134291,0,5
134323,0,5
134326,0,5
134357,0,5
134358,0,5
134370,0,5
134429,0,5
134454,0,5
134483,0,5
134591,0,5
134667,0,5
134737,0,5
134780,0,5
134782,0,5
134787,0,5
134789,0,5
134813,0,5
134840,0,5
134885,0,5
134979,0,5
135033,0,5
135060,0,5
135074,0,5
135121,0,5
135138,0,5
135179,0,5
135223,0,5
135245,0,5
135267,0,5
135287,0,5
135302,0,5
135313,0,5
135581,0,5
135596,0,5
135599,0,5
135639,0,5
135690,0,5
135793,0,5
135805,0,5
135838,0,5
135918,0,5
135965,0,5
136183,0,5
136207,0,5
136256,0,5
136271,0,5
136273,0,5
136274,0,5
136280,0,5
136312,0,5
136331,0,5
136422,0,5
136428,0,5
136524,0,5
136536,0,5
136554,0,5
136572,0,5
136643,0,5
136673,0,5
136680,0,5
136790,0,5
136929,0,5
136942,0,5
136978,0,5
136984,0,5
136985,0,5
136996,0,5
137057,0,5
137075,0,5
137106,0,5
137122,0,5
137148,0,5
137160,0,5
137199,0,5
137206,0,5
137242,0,5
137601,0,5
137660,0,5
137750,0,5
137757,0,5
137807,0,5
137816,0,5
137836,0,5
137838,0,5
137859,0,5
137919,0,5
137955,0,5
137993,0,5
138017,0,5
138054,0,5
138108,0,5
138164,0,5
138238,0,5
138255,0,5
138259,0,5
138274,0,5
138281,0,5
138292,0,5
138617,0,5
138648,0,5
138664,0,5
138741,0,5
138752,0,5
138872,0,5
138880,0,5
138924,0,5
138933,0,5
138978,0,5
139015,0,5
139115,0,5
139139,0,5
139205,0,5
139211,0,5
139215,0,5
139222,0,5
139237,0,5
139239,0,5
139296,0,5
139346,0,5
139369,0,5
139381,0,5
139657,0,5
139755,0,5
139785,0,5
139836,0,5
139865,0,5
139866,0,5
139876,0,5
139926,0,5
139927,0,5
139942,0,5
139997,0,5
140014,0,5
140075,0,5
140084,0,5
140108,0,5
140160,0,5
140164,0,5
140187,0,5
140223,0,5
140226,0,5
140229,0,5
140350,0,5
140372,0,5
140395,0,5
140401,0,5
140402,0,5
140461,0,5
140479,0,5
140504,0,5
140616,0,5
140621,0,5
140625,0,5
140657,0,5
140681,0,5
140699,0,5
140725,0,5
140747,0,5
140752,0,5
140753,0,5
140754,0,5
140781,0,5
140783,0,5
140792,0,5
140813,0,5
140828,0,5
140835,0,5
140908,0,5
140942,0,5
140980,0,5
141092,0,5
141140,0,5
141147,0,5
141156,0,5
141194,0,5
141198,0,5
141239,0,5
141242,0,5
141275,0,5
141296,0,5
141377,0,5
141385,0,5
141466,0,5
141489,0,5
141500,0,5
141506,0,5
141522,0,5
141524,0,5
141535,0,5
141547,0,5
141634,0,5
141792,0,5
141822,0,5
141851,0,5
141860,0,5
141869,0,5
141920,0,5
141927,0,5
141936,0,5
141960,0,5
142007,0,5
142030,0,5
142061,0,5
142143,0,5
142145,0,5
142255,0,5
142261,0,5
142299,0,5
142306,0,5
142330,0,5
142352,0,5
142511,0,5
142611,0,5
142621,0,5
142640,0,5
142678,0,5
142687,0,5
142770,0,5
142883,0,5
142934,0,5
142952,0,5
142986,0,5
143002,0,5
143007,0,5
143013,0,5
143044,0,5
143167,0,5
143257,0,5
143261,0,5
143286,0,5
143295,0,5
143307,0,5
143401,0,5
143491,0,5
143549,0,5
143579,0,5
143718,0,5
143739,0,5
143763,0,5
143870,0,5
143874,0,5
143891,0,5
143940,0,5
144013,0,5
144078,0,5
144096,0,5
144098,0,5
144105,0,5
144107,0,5
144128,0,5
144145,0,5
144228,0,5
144239,0,5
144263,0,5
144269,0,5
58213,0,5
115770,0,4
115791,0,4
115798,0,4
115803,0,4
115817,0,4
115825,0,4
115834,0,4
115877,0,4
115883,0,4
115887,0,4
115929,0,4
115940,0,4
115942,0,4
115950,0,4
115955,0,4
116018,0,4
116050,0,4
116067,0,4
116072,0,4
116076,0,4
116102,0,4
116113,0,4
116118,0,4
116145,0,4
116153,0,4
116168,0,4
116229,0,4
116274,0,4
116302,0,4
116312,0,4
116314,0,4
116321,0,4
116352,0,4
116363,0,4
116409,0,4
116452,0,4
116535,0,4
116544,0,4
116568,0,4
116607,0,4
116634,0,4
116656,0,4
116658,0,4
116664,0,4
116684,0,4
116720,0,4
116722,0,4
116750,0,4
116757,0,4
116767,0,4
116855,0,4
116856,0,4
116913,0,4
116918,0,4
116944,0,4
116978,0,4
116981,0,4
117049,0,4
117106,0,4
117107,0,4
117121,0,4
117148,0,4
117167,0,4
117174,0,4
117176,0,4
117340,0,4
117352,0,4
117395,0,4
117407,0,4
117425,0,4
117445,0,4
117475,0,4
117476,0,4
117485,0,4
117488,0,4
117519,0,4
117581,0,4
117593,0,4
117618,0,4
117670,0,4
117756,0,4
117759,0,4
117765,0,4
117774,0,4
117793,0,4
117886,0,4
117889,0,4
117905,0,4
117919,0,4
117955,0,4
117986,0,4
118013,0,4
118045,0,4
118066,0,4
118084,0,4
118087,0,4
118102,0,4
118160,0,4
118173,0,4
118212,0,4
118213,0,4
118229,0,4
118235,0,4
118244,0,4
118254,0,4
118271,0,4
118337,0,4
118344,0,4
118353,0,4
118362,0,4
118383,0,4
118396,0,4
118423,0,4
118434,0,4
118439,0,4
118441,0,4
118458,0,4
118467,0,4
118469,0,4
118484,0,4
118486,0,4
118495,0,4
118510,0,4
118515,0,4
118543,0,4
118553,0,4
118572,0,4
118603,0,4
118673,0,4
118713,0,4
118743,0,4
118745,0,4
118799,0,4
118803,0,4
118883,0,4
118898,0,4
118908,0,4
118940,0,4
118950,0,4
118953,0,4
118994,0,4
118995,0,4
119031,0,4
119126,0,4
119233,0,4
119261,0,4
119276,0,4
119279,0,4
119304,0,4
119347,0,4
119352,0,4
119370,0,4
119403,0,4
119417,0,4
119438,0,4
119447,0,4
119451,0,4
119452,0,4
119479,0,4
119481,0,4
119523,0,4
119551,0,4
119575,0,4
119590,0,4
119621,0,4
119628,0,4
119652,0,4
119679,0,4
119686,0,4
119695,0,4
119697,0,4
119702,0,4
119708,0,4
119724,0,4
119761,0,4
119764,0,4
119798,0,4
119821,0,4
119844,0,4
119924,0,4
119935,0,4
119947,0,4
119969,0,4
119986,0,4
120003,0,4
120013,0,4
120014,0,4
120071,0,4
120092,0,4
120113,0,4
120153,0,4
120246,0,4
120258,0,4
120281,0,4
120293,0,4
120318,0,4
120321,0,4
120338,0,4
120416,0,4
120433,0,4
120436,0,4
120448,0,4
120477,0,4
120512,0,4
